Scaling parameters by 0.62 to account for a batch size of 5.
Per-GPU batch size is less than the recommended limit for batch norm. Disabling batch norm.
loading annotations into memory...
Done (t=10.04s)
creating index...
index created!
loading annotations into memory...
Done (t=1.21s)
creating index...
index created!
Resuming training, loading weights/yolact_im700_54_800000.pth...
Ignoring "Error(s) in loading state_dict for Yolact:
	size mismatch for prediction_layers.0.conf_layer.weight: copying a param with shape torch.Size([243, 256, 3, 3]) from checkpoint, the shape in current model is torch.Size([6, 256, 3, 3]).
	size mismatch for prediction_layers.0.conf_layer.bias: copying a param with shape torch.Size([243]) from checkpoint, the shape in current model is torch.Size([6]).
	size mismatch for semantic_seg_conv.weight: copying a param with shape torch.Size([80, 256, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 256, 1, 1]).
	size mismatch for semantic_seg_conv.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1])."
Begin training!

[  0]    1220 || B: 0.575 | C: 0.880 | M: 0.378 | S: 0.028 | T: 1.861 || ETA: 5 days, 1:19:29 || timer: 0.304
[  0]    1230 || B: 0.575 | C: 0.874 | M: 0.371 | S: 0.027 | T: 1.847 || ETA: 5 days, 1:19:18 || timer: 0.303
[  0]    1240 || B: 0.552 | C: 0.859 | M: 0.382 | S: 0.027 | T: 1.820 || ETA: 5 days, 1:19:32 || timer: 0.305
[  0]    1250 || B: 0.526 | C: 0.836 | M: 0.389 | S: 0.028 | T: 1.779 || ETA: 5 days, 1:19:53 || timer: 0.304
[  0]    1260 || B: 0.536 | C: 0.818 | M: 0.397 | S: 0.028 | T: 1.779 || ETA: 5 days, 1:19:46 || timer: 0.306
[  0]    1270 || B: 0.520 | C: 0.806 | M: 0.406 | S: 0.028 | T: 1.759 || ETA: 5 days, 1:20:16 || timer: 0.305
[  0]    1280 || B: 0.544 | C: 0.858 | M: 0.415 | S: 0.027 | T: 1.845 || ETA: 5 days, 1:20:29 || timer: 0.307
[  0]    1290 || B: 0.580 | C: 0.888 | M: 0.427 | S: 0.027 | T: 1.921 || ETA: 5 days, 1:20:41 || timer: 0.304
[  0]    1300 || B: 0.579 | C: 0.878 | M: 0.423 | S: 0.026 | T: 1.905 || ETA: 5 days, 1:20:45 || timer: 0.306
[  0]    1310 || B: 0.569 | C: 0.864 | M: 0.421 | S: 0.025 | T: 1.879 || ETA: 5 days, 1:21:11 || timer: 0.305
